Year,Use of Funds,Expenditure by Provincial/Territorial Government,Expenditure by Public Government,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2015,Administration,42101982,103030342,145132324,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Administration,36730090,106548342,143278432,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Administration,33645641,109931700,143577341,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Administration,36405628,120322835,156728463,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Administration,44437377,128740307,173177685,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Administration,40728831,138875730,179604561,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Administration,40599038,138574382,179173420,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Administration,47098299,152332403,199430702,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Administration,50757536,160383524,211141060,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Other Health Spending: Net of HCC,177714044,269684011,447398055,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Other Health Spending: Net of HCC,204977822,282708829,487686650,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Other Health Spending: Net of HCC,217831876,289489268,507321144,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Other Health Spending: Net of HCC,217225309,294613065,511838373,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Other Health Spending: Net of HCC,223749337,308748930,532498267,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Other Health Spending: Net of HCC,237534249,330150471,567684720,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Other Health Spending: Net of HCC,251936362,354536385,606472747,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Other Health Spending: Net of HCC,274411570,378657082,653068651,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Other Health Spending: Net of HCC,303641824,409815262,713457086,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Other Health Spending: Net of HCC,406445869,526193369,932639238,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Other Health Spending: Net of HCC,174145979,584073528,758219508,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Other Health Spending: Net of HCC,177596096,604819705,782415800,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Other Health Spending: Net of HCC,187996945,639719981,827716926,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Other Health Spending: Net of HCC,191940814,680930050,872870864,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Other Health Spending: Net of HCC,194008562,698970515,892979077,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Other Health Spending: Net of HCC,198929047,735987784,934916831,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Other Health Spending: Net of HCC,202539484,779708184,982247668,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Other Health Spending: Net of HCC,204086094,793578776,997664870,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Other Health Spending: Net of HCC,213465512,878550985,1092016498,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Other Health Spending: Net of HCC,226520789,952442433,1178963222,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Other Health Spending: Net of HCC,253053068,1005920690,1258973758,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,COVID-19 Response Funding,,,0,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,COVID-19 Response Funding,,,0,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,COVID-19 Response Funding,,,0,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,COVID-19 Response Funding,,,0,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,COVID-19 Response Funding,,,0,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,COVID-19 Response Funding,,,0,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,COVID-19 Response Funding,,,0,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,COVID-19 Response Funding,,,0,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,COVID-19 Response Funding,,,0,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,COVID-19 Response Funding,,,0,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,COVID-19 Response Funding,,,0,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,COVID-19 Response Funding,,,0,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,COVID-19 Response Funding,,,0,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,COVID-19 Response Funding,,,0,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,COVID-19 Response Funding,,,0,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,COVID-19 Response Funding,,,0,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,COVID-19 Response Funding,,,0,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,COVID-19 Response Funding,314125000,743184891,1057309891,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,COVID-19 Response Funding,369809313,757195480,1127004793,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,COVID-19 Response Funding,91211438,174678639,265890076,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,COVID-19 Response Funding,,,0,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Total,2550893466,2918673863,5469567329,500.7,78.94,0,0,0,0,0,0,0,0,0,0,1,0
2004,Total,2751704540,3120628340,5872332880,514.7,79.06,0,0,0,0,0,0,0,0,0,0,1,0
2005,Total,3006720796,3387142340,6393863136,504.3,79.14,0,0,0,0,0,0,0,0,0,0,1,0
2006,Total,3213422325,3623445509,6836867834,493.3,79.29,0,0,0,0,0,0,0,0,0,0,1,0
2007,Total,3501729018,3945090367,7446819385,517.9,79.39,0,0,0,0,0,0,0,0,0,0,1,0
2008,Total,3749067819,4220066850,7969134670,520.5,79.4,0,0,0,0,0,0,0,0,0,0,1,0
2009,Total,3986464169,4496855670,8483319839,509.3,79.49,0,0,0,0,0,0,0,0,0,0,1,0
2010,Total,4273744215,4791025853,9064770069,495.0,79.51,0,0,0,0,0,0,0,0,0,0,1,0
2011,Total,4546382694,5093743429,9640126123,506.3,79.67,0,0,0,0,0,0,0,0,0,0,1,0
2012,Total,4769856720,5346015762,10115872482,501.4,79.85,0,0,0,0,0,0,0,0,0,0,1,0
2013,Total,5037969274,5630275311,10668244586,508.7,79.98,0,0,0,0,0,0,0,0,0,0,1,0
2014,Total,5178597607,5785399929,10963997536,493.7,80.1,0,0,0,0,0,0,0,0,0,0,1,0
2015,Total,5361746336,5988517806,11350264142,489.7,80.07,0,0,0,0,0,0,0,0,0,0,1,0
2016,Total,5559491585,6224293888,11783785474,496.7,80.15,0,0,0,0,0,0,0,0,0,0,1,0
2017,Total,5666800756,6353315800,12020116556,492.0,80.22,0,0,0,0,0,0,0,0,0,0,1,0
2018,Total,5640059942,6407417190,12047477133,494.7,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2019,Total,5877705710,6727939523,12605645233,519.7,80.31,0,0,0,0,0,0,0,0,0,0,1,0
2020,Total,6244171518,7633184905,13877356424,475.0,80.06,0,0,0,0,0,0,0,0,0,0,1,0
2021,Total,6556472958,8035479969,14591952928,510.8,80.11,0,0,0,0,0,0,0,0,0,0,1,0
2022,Total,6639979195,7942530416,14582509611,515.7,80.17,0,0,0,0,0,0,0,0,0,0,1,0
2023,Total,6847192709,8112802001,14959994710,521.4,80.24,0,0,0,0,0,0,0,0,0,0,1,0
2003,Hospitals,3515124832,3587413429,7102538260,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Hospitals,3953401632,4029515921,7982917552,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Hospitals,4336574530,4419685637,8756260167,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Hospitals,4714069581,4807231904,9521301485,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Hospitals,5098514206,5192634809,10291149015,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Hospitals,5615598761,5719659950,11335258711,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Hospitals,6059084211,6158688037,12217772249,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Hospitals,6777635893,6874420307,13652056200,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Hospitals,6869152133,6974300472,13843452605,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Hospitals,7240190072,7348409637,14588599709,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Hospitals,7672517730,7787286613,15459804343,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Hospitals,7911624674,8024801790,15936426464,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Hospitals,8084204570,8174593771,16258798341,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Hospitals,8288913149,8370570375,16659483523,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Hospitals,8438349339,8523417394,16961766733,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Hospitals,8490881256,8587501738,17078382994,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Hospitals,8474880396,8572071897,17046952293,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Hospitals,8604337714,8686310102,17290647816,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Hospitals,8862074711,8941796693,17803871404,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Hospitals,9223129905,9313605074,18536734979,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Hospitals,10083751378,10176634594,20260385972,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Physicians,1488378250,1565292633,3053670883,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Physicians,1560256250,1646878127,3207134377,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Physicians,1732692480,1828039706,3560732186,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Physicians,1937329259,2042334718,3979663977,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Physicians,2187807561,2289208171,4477015733,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Physicians,2579000945,2692498018,5271498963,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Physicians,2913846000,3033555726,5947401726,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Physicians,3211136500,3331649604,6542786104,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Physicians,3474180500,3605129485,7079309985,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Physicians,3660465750,3795725505,7456191255,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Physicians,3928261250,4058825700,7987086950,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Physicians,4202151750,4335697178,8537848928,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Physicians,4524502250,4680658384,9205160634,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Physicians,4770262500,4926937429,9697199929,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Physicians,4990832750,5149479724,10140312474,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Physicians,5160574500,5340460273,10501034773,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Physicians,5291727000,5480145952,10771872952,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Physicians,5017269750,5182625669,10199895419,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Physicians,5306496219,5492648385,10799144604,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Physicians,5815804061,6015959700,11831763761,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Physicians,6064671776,6270755419,12335427195,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Other Professionals,107396777,285971135,393367912,,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Other Professionals,119772375,290633745,410406120,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Other Professionals,124985672,278451235,403436907,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Other Professionals,171412888,289034948,460447835,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Other Professionals,190922176,320500000,511422176,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Other Professionals,205733405,315207330,520940734,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Other Professionals,215404017,333255098,548659115,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Other Professionals,225483070,369823399,595306469,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Other Professionals,234210458,388346792,622557249,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Other Professionals,249220779,393306081,642526860,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Other Professionals,259946407,408366409,668312816,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Other Professionals,284349103,444797041,729146143,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Other Professionals,314582470,491644610,806227080,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Other Professionals,340037865,483560539,823598404,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Other Professionals,356451384,516180341,872631726,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Other Professionals,371802028,550470896,922272924,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Other Professionals,387440397,620763863,1008204260,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Other Professionals,320557516,522357627,842915144,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Other Professionals,372479217,636113776,1008592993,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Other Professionals,404760963,710891236,1115652199,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Other Professionals,459992945,773769535,1233762480,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Drugs,588177246,663211890,1251389136,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Drugs,646840000,725483856,1372323856,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Drugs,709289866,791731314,1501021179,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Drugs,758921357,845790678,1604712035,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Drugs,792515350,880571586,1673086936,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Drugs,827655811,916003110,1743658921,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Drugs,1007795873,1096598046,2104393918,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Drugs,1135938613,1225142839,2361081452,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Drugs,1240578453,1331617776,2572196229,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Drugs,1237717771,1326976072,2564693844,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Drugs,1266940266,1351795831,2618736098,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Drugs,1308943726,1393349342,2702293068,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Drugs,1448606700,1537248214,2985854914,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Drugs,1540440650,1635224643,3175665293,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Drugs,1556619675,1656070574,3212690248,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Drugs,1576351815,1679082257,3255434072,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Drugs,1651995139,1765683079,3417678218,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Drugs,1735214806,1869223756,3604438562,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Drugs,1731215237,1883896559,3615111796,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Drugs,1856055102,2032810487,3888865588,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Drugs,1938942528,2126006217,4064948745,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Public Health,743752153,997181511,1740933665,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Public Health,869953151,1132166652,2002119803,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Public Health,1160054958,1405515544,2565570502,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Public Health,1290726707,1545766137,2836492844,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Public Health,1469743099,1776245030,3245988128,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Public Health,1538607809,1856606011,3395213821,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Public Health,1103914453,1453688256,2557602709,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Public Health,1130725631,1477323899,2608049530,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Public Health,1171888105,1535966448,2707854553,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Public Health,1204702075,1577555047,2782257121,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Public Health,1236306217,1636210448,2872516665,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Public Health,1344849138,1762130957,3106980094,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Public Health,1393386355,1826819586,3220205941,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Public Health,1497617768,1945703537,3443321305,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Public Health,1530293235,1999321154,3529614390,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Public Health,1663301793,2178537666,3841839458,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Public Health,1713676096,2249074489,3962750584,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Public Health,1709704189,2282434768,3992138956,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Public Health,1782289737,2433902813,4216192550,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Public Health,2563231905,3315890453,5879122359,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Public Health,2473442193,3262265065,5735707258,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Administration,142908184,221897403,364805587,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Administration,157201035,242532820,399733855,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Administration,176247433,267935864,444183297,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Administration,177621983,267716137,445338120,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Administration,178294380,279655174,457949553,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Administration,228481281,328703496,557184777,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Administration,204781601,315028303,519809905,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Administration,210728750,319040968,529769718,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Administration,162531500,282868316,445399816,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Administration,161974500,294547989,456522489,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Administration,159840500,298392890,458233390,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Administration,149454000,278900574,428354574,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Administration,132804000,256721024,389525024,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Administration,131584250,261482387,393066637,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Administration,132267250,285536615,417803865,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Administration,137106250,301620861,438727111,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Administration,135878500,309108898,444987398,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Administration,137843500,325728473,463571973,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Administration,152547250,337453775,490001025,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Administration,175195706,382458971,557654677,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Administration,208915985,428061542,636977527,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Other Health Spending: Net of HCC,599033138,805188039,1404221177,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Other Health Spending: Net of HCC,622394830,826912839,1449307668,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Other Health Spending: Net of HCC,634446861,837685485,1472132346,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Other Health Spending: Net of HCC,715452191,939961701,1655413892,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Other Health Spending: Net of HCC,742623662,984451196,1727074859,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Other Health Spending: Net of HCC,758800463,1000450990,1759251452,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Other Health Spending: Net of HCC,1026450845,1281678185,2308129029,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Other Health Spending: Net of HCC,1303821338,1548791267,2852612605,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Other Health Spending: Net of HCC,1402954980,1642988555,3045943535,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Other Health Spending: Net of HCC,1538783754,1810587710,3349371464,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,Other Health Spending: Net of HCC,909822773,1982134263,2891957035,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,Other Health Spending: Net of HCC,901925357,2035901960,2937827317,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,Other Health Spending: Net of HCC,882708441,2046115762,2928824203,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,Other Health Spending: Net of HCC,924130550,2150724130,3074854680,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,Other Health Spending: Net of HCC,1002687686,2324462061,3327149747,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,Other Health Spending: Net of HCC,1040126930,2464759733,3504886662,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,Other Health Spending: Net of HCC,1014427207,2490143041,3504570248,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,Other Health Spending: Net of HCC,1020907274,2514526918,3535434191,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,Other Health Spending: Net of HCC,917862050,2412790164,3330652214,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,Other Health Spending: Net of HCC,992272290,2562901090,3555173381,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,Other Health Spending: Net of HCC,1174486720,2884644219,4059130939,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,COVID-19 Response Funding,,,0,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,COVID-19 Response Funding,,,0,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,COVID-19 Response Funding,,,0,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,COVID-19 Response Funding,,,0,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,COVID-19 Response Funding,,,0,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,COVID-19 Response Funding,,,0,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,COVID-19 Response Funding,,,0,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,COVID-19 Response Funding,,,0,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,COVID-19 Response Funding,,,0,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,COVID-19 Response Funding,,,0,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
2013,COVID-19 Response Funding,,,0,417.6,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2014,COVID-19 Response Funding,,,0,438.2,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2015,COVID-19 Response Funding,,,0,439.4,81.37,0,0,0,0,0,0,0,0,0,0,0,0
2016,COVID-19 Response Funding,,,0,444.3,81.43,0,0,0,0,0,0,0,0,0,0,0,0
2017,COVID-19 Response Funding,,,0,447.0,81.42,0,0,0,0,0,0,0,0,0,0,0,0
2018,COVID-19 Response Funding,,,0,460.3,81.45,0,0,0,0,0,0,0,0,0,0,0,0
2019,COVID-19 Response Funding,,,0,469.9,81.63,0,0,0,0,0,0,0,0,0,0,0,0
2020,COVID-19 Response Funding,1263337188,2873454504,4136791693,432.3,81.46,0,0,0,0,0,0,0,0,0,0,0,0
2021,COVID-19 Response Funding,1654918038,3114467669,4769385707,468.8,81.53,0,0,0,0,0,0,0,0,0,0,0,0
2022,COVID-19 Response Funding,419209770,734323813,1153533583,471.8,81.61,0,0,0,0,0,0,0,0,0,0,0,0
2023,COVID-19 Response Funding,,,0,480.9,81.68,0,0,0,0,0,0,0,0,0,0,0,0
2003,Total,8286957621,9235587580,17522545201,388.6,79.76,0,0,0,0,0,0,0,0,0,0,0,0
2004,Total,9110345135,10082394213,19192739348,390.2,79.85,0,0,0,0,0,0,0,0,0,0,0,0
2005,Total,10197515272,11159979420,21357494692,398.3,80.0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Total,11258684894,12239132460,23497817354,405.7,80.23,0,0,0,0,0,0,0,0,0,0,0,0
2007,Total,12704104330,13775517067,26479621397,405.5,80.34,0,0,0,0,0,0,0,0,0,0,0,0
2008,Total,13739603482,14823891672,28563495154,407.6,80.44,0,0,0,0,0,0,0,0,0,0,0,0
2009,Total,14586622472,15736471195,30323093667,409.8,80.55,0,0,0,0,0,0,0,0,0,0,0,0
2010,Total,16367231271,17526589490,33893820761,409.0,80.81,0,0,0,0,0,0,0,0,0,0,0,0
2011,Total,16918273802,18132969180,35051242982,426.9,81.14,0,0,0,0,0,0,0,0,0,0,0,0
2012,Total,17726728064,18989990505,36716718569,420.7,81.33,0,0,0,0,0,0,0,0,0,0,0,0
